listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-aldoarfoznevogilde-0000,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,51,167218,3279,bati_habitable,EUR,nacional,86,4.26,41.16282,-8.61786,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0211,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,153,540750,3534,bati_habitable,EUR,nacional,58,4.2,41.12835,-8.62405,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0212,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,84,282069,3358,bati_habitable,EUR,nacional,99,6.11,41.14083,-8.64817,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0213,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,77,281654,3658,bati_habitable,EUR,nacional,52,5.06,41.18937,-8.63374,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0214,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,149,546058,3665,bati_habitable,EUR,nacional,88,4.84,41.15823,-8.60197,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0215,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,89,330216,3710,bati_habitable,EUR,nacional,96,5.1,41.18309,-8.62017,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0216,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,60,262404,4373,bati_habitable,EUR,nacional,77,4.24,41.1839,-8.62096,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0217,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,53,236349,4459,bati_habitable,EUR,nacional,46,4.67,41.14616,-8.63106,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0218,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,77,234247,3042,bati_habitable,EUR,estrangeiro,57,4.32,41.18097,-8.63281,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0219,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,85,325977,3835,bati_habitable,EUR,nacional,82,5.06,41.17456,-8.62734,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0220,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,113,415101,3673,bati_habitable,EUR,nacional,72,4.88,41.15778,-8.63264,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0221,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,179,827657,4624,bati_habitable,EUR,nacional,55,5.52,41.17852,-8.65227,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0222,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,61,188856,3096,bati_habitable,EUR,nacional,56,5.8,41.16704,-8.63721,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0223,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,54,208705,3865,bati_habitable,EUR,estrangeiro,47,5.84,41.1689,-8.63046,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0224,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,131,436647,3333,bati_habitable,EUR,nacional,80,4.02,41.13636,-8.61757,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0225,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,103,527874,5125,bati_habitable,EUR,nacional,54,4.63,41.15651,-8.62953,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0226,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,71,262948,3703,bati_habitable,EUR,nacional,54,4.73,41.17638,-8.63385,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0227,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,48,222372,4633,bati_habitable,EUR,estrangeiro,33,4.34,41.17971,-8.61842,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0228,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,105,426411,4061,bati_habitable,EUR,nacional,53,4.73,41.16302,-8.63196,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0229,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,53,209262,3948,bati_habitable,EUR,nacional,75,4.05,41.13559,-8.6008,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0230,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,115,442263,3846,bati_habitable,EUR,nacional,54,5.57,41.16334,-8.61011,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0231,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,65,209688,3226,bati_habitable,EUR,nacional,78,5.29,41.18027,-8.61251,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0232,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,94,389645,4145,bati_habitable,EUR,nacional,69,4.19,41.15524,-8.62633,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0233,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,62,369863,5966,bati_habitable,EUR,nacional,88,3.81,41.18203,-8.64397,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0234,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,114,478999,4202,bati_habitable,EUR,estrangeiro,88,5.22,41.18117,-8.63999,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0235,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,113,442539,3916,bati_habitable,EUR,nacional,93,5.06,41.15798,-8.64377,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0236,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,141,618580,4387,bati_habitable,EUR,nacional,131,3.54,41.17909,-8.60046,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0237,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,69,285812,4142,bati_habitable,EUR,nacional,47,5.18,41.17215,-8.60715,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0238,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,83,445866,5372,bati_habitable,EUR,nacional,97,4.72,41.1575,-8.6188,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0239,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,115,522236,4541,bati_habitable,EUR,nacional,72,5.31,41.13412,-8.62178,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0240,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,47,177576,3778,bati_habitable,EUR,nacional,87,4.46,41.13665,-8.6334,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0241,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,113,418721,3705,bati_habitable,EUR,nacional,96,5.6,41.16266,-8.61532,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0242,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,51,151244,2966,bati_habitable,EUR,nacional,55,4.91,41.17191,-8.62176,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0243,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,169,516710,3057,bati_habitable,EUR,estrangeiro,127,4.9,41.17222,-8.60036,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0244,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,94,376800,4009,bati_habitable,EUR,nacional,72,4.15,41.16145,-8.60967,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0245,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,88,276341,3140,bati_habitable,EUR,estrangeiro,115,4.24,41.16822,-8.62303,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0246,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,63,237369,3768,bati_habitable,EUR,nacional,69,4.93,41.16797,-8.61853,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0247,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,80,326636,4083,bati_habitable,EUR,nacional,120,4.94,41.16084,-8.59805,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0248,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,107,370659,3464,bati_habitable,EUR,estrangeiro,76,5.37,41.13,-8.62186,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0249,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,101,396785,3929,bati_habitable,EUR,nacional,77,3.47,41.16207,-8.64634,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0250,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,88,444704,5053,bati_habitable,EUR,nacional,59,5.14,41.166,-8.63515,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0251,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,91,320269,3519,bati_habitable,EUR,nacional,85,4.56,41.15076,-8.58981,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0252,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,65,243984,3754,bati_habitable,EUR,nacional,102,5.59,41.14265,-8.64941,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0253,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,81,367397,4536,bati_habitable,EUR,estrangeiro,51,5.29,41.16018,-8.62624,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0254,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,72,401695,5579,bati_habitable,EUR,nacional,92,5.85,41.15823,-8.61764,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0255,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,55,270497,4918,bati_habitable,EUR,nacional,53,5.15,41.1966,-8.61749,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0256,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,157,516172,3288,bati_habitable,EUR,estrangeiro,36,4.37,41.14944,-8.62387,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0257,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,88,321112,3649,bati_habitable,EUR,estrangeiro,68,4.07,41.14707,-8.62404,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0258,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,172,684185,3978,bati_habitable,EUR,nacional,136,3.98,41.17968,-8.64177,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0259,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,47,139992,2979,bati_habitable,EUR,estrangeiro,39,5.05,41.17012,-8.62917,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0260,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,54,205890,3813,bati_habitable,EUR,estrangeiro,70,4.79,41.17678,-8.63462,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0261,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,118,394263,3341,bati_habitable,EUR,nacional,71,5.2,41.17385,-8.64806,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0262,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,68,287215,4224,bati_habitable,EUR,nacional,60,4.68,41.15792,-8.61091,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0263,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,97,344003,3546,bati_habitable,EUR,nacional,72,5.65,41.16713,-8.64156,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0264,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,120,509624,4247,bati_habitable,EUR,nacional,71,4.99,41.14772,-8.59527,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0265,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,86,379395,4412,bati_habitable,EUR,nacional,67,5.14,41.16417,-8.6314,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0266,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T4,apartment,4,176,766157,4353,bati_habitable,EUR,nacional,67,5.09,41.1338,-8.61624,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0267,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,67,324075,4837,bati_habitable,EUR,nacional,107,5.27,41.17414,-8.6104,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0268,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,41,187713,4578,bati_habitable,EUR,nacional,128,4.91,41.16937,-8.61497,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0269,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,64,180590,2822,bati_habitable,EUR,nacional,113,5.08,41.15196,-8.60342,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0270,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,86,354777,4125,bati_habitable,EUR,nacional,56,5.0,41.16378,-8.60092,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0271,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,119,440141,3699,bati_habitable,EUR,nacional,128,5.36,41.17039,-8.62917,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0272,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,51,152652,2993,bati_habitable,EUR,nacional,78,4.91,41.17248,-8.60793,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0273,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,62,247709,3995,bati_habitable,EUR,nacional,72,5.43,41.16972,-8.62816,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0274,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T3,apartment,3,118,441121,3738,bati_habitable,EUR,nacional,92,4.91,41.17905,-8.63474,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0275,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T2,apartment,2,88,365520,4154,bati_habitable,EUR,nacional,158,5.73,41.17614,-8.62684,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-cedofeitavitoria-0276,pt,porto,cedofeitavitoria,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",freguesia,Apartamento T1,apartment,1,70,251825,3597,bati_habitable,EUR,estrangeiro,57,5.75,41.1533,-8.63112,2025-Q4,porto/cedofeitavitoria | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
