listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-arcozelo-0000,pt,gaia,arcozelo,Arcozelo,freguesia,Apartamento T4,apartment,4,148,286285,1934,bati_habitable,EUR,nacional,89,5.25,41.12477,-8.60607,2025-Q4,gaia/arcozelo | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0323,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,115,269935,2347,bati_habitable,EUR,nacional,24,5.39,41.14611,-8.61326,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0324,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,66,186698,2829,bati_habitable,EUR,nacional,59,5.34,41.11752,-8.6092,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0325,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,47,124433,2648,bati_habitable,EUR,nacional,117,4.29,41.1222,-8.61602,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0326,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,65,174989,2692,bati_habitable,EUR,nacional,78,5.04,41.11498,-8.6026,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0327,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,99,226158,2284,bati_habitable,EUR,nacional,92,5.03,41.14198,-8.60113,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0328,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,112,222986,1991,bati_habitable,EUR,nacional,76,5.08,41.12414,-8.62673,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0329,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,101,217524,2154,bati_habitable,EUR,nacional,66,5.61,41.12253,-8.5896,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0330,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,112,205760,1837,bati_habitable,EUR,nacional,78,5.59,41.12638,-8.61508,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0331,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,57,145177,2547,bati_habitable,EUR,nacional,141,4.25,41.10067,-8.60839,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0332,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T2,apartment,2,79,215002,2722,bati_habitable,EUR,estrangeiro,106,4.97,41.14527,-8.61144,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0333,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,118,228386,1935,bati_habitable,EUR,nacional,61,4.81,41.1029,-8.64006,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0334,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,59,132476,2245,bati_habitable,EUR,nacional,124,5.99,41.13484,-8.61968,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0335,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,170,508070,2989,bati_habitable,EUR,nacional,57,5.16,41.13118,-8.60958,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0336,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,81,180533,2229,bati_habitable,EUR,nacional,106,6.64,41.12884,-8.62339,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0337,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T3,apartment,3,99,297755,3008,bati_habitable,EUR,nacional,78,5.14,41.13557,-8.62123,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0338,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,64,150239,2347,bati_habitable,EUR,nacional,80,4.83,41.13852,-8.63649,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0339,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,82,201505,2457,bati_habitable,EUR,nacional,74,4.35,41.11402,-8.62694,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0340,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,57,125353,2199,bati_habitable,EUR,nacional,120,4.53,41.1144,-8.61255,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0341,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,54,131226,2430,bati_habitable,EUR,nacional,83,4.66,41.11798,-8.62475,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0342,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T2,apartment,2,71,170863,2407,bati_habitable,EUR,nacional,76,5.87,41.12002,-8.59489,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0343,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T2,apartment,2,87,298599,3432,bati_habitable,EUR,nacional,137,5.21,41.10813,-8.61191,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0344,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,183,447269,2444,bati_habitable,EUR,nacional,81,5.53,41.11926,-8.63166,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0345,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T2,apartment,2,66,120141,1820,bati_habitable,EUR,nacional,124,5.0,41.14545,-8.61241,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0346,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,194,574439,2961,bati_habitable,EUR,nacional,93,4.17,41.13812,-8.61153,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0347,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,51,136986,2686,bati_habitable,EUR,nacional,73,4.18,41.1424,-8.60955,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0348,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,150,307987,2053,bati_habitable,EUR,estrangeiro,57,4.86,41.08802,-8.60386,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0349,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T1,apartment,1,58,162619,2804,bati_habitable,EUR,nacional,82,4.86,41.10811,-8.62495,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0350,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,136,286593,2107,bati_habitable,EUR,estrangeiro,129,5.45,41.15985,-8.61798,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0351,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Apartamento T4,apartment,4,103,202595,1967,bati_habitable,EUR,nacional,103,5.54,41.10238,-8.6058,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0352,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,123,432125,3513,bati_habitable,EUR,nacional,57,5.46,41.15499,-8.60503,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0353,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,136,341279,2509,bati_habitable,EUR,nacional,88,4.4,41.09656,-8.62048,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0354,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,142,308923,2176,bati_habitable,EUR,nacional,64,4.79,41.13411,-8.64338,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0355,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,143,262592,1836,bati_habitable,EUR,nacional,74,5.22,41.1087,-8.60844,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0356,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,197,446089,2264,bati_habitable,EUR,nacional,66,4.25,41.09292,-8.62942,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0357,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,198,382520,1932,bati_habitable,EUR,nacional,60,4.33,41.09023,-8.61199,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0358,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,121,307097,2538,bati_habitable,EUR,nacional,61,4.92,41.12375,-8.63053,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0359,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,162,366396,2262,bati_habitable,EUR,nacional,73,4.13,41.10002,-8.61982,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0360,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,149,320161,2149,bati_habitable,EUR,nacional,74,4.7,41.09952,-8.5913,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0361,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,151,288530,1911,bati_habitable,EUR,nacional,39,6.13,41.09893,-8.58152,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0362,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,135,416928,3088,bati_habitable,EUR,nacional,77,6.31,41.13582,-8.62583,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0363,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,146,292604,2004,bati_habitable,EUR,estrangeiro,48,4.91,41.11236,-8.5962,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0364,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,201,573780,2855,bati_habitable,EUR,nacional,46,4.49,41.13114,-8.6337,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0365,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,147,225609,1535,bati_habitable,EUR,nacional,86,5.77,41.13242,-8.62511,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0366,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,215,645751,3003,bati_habitable,EUR,nacional,74,4.64,41.09565,-8.61842,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0367,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,152,324739,2136,bati_habitable,EUR,nacional,73,4.3,41.15228,-8.59786,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0368,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,179,466446,2606,bati_habitable,EUR,estrangeiro,161,5.41,41.13377,-8.59892,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0369,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,5,151,401293,2658,bati_habitable,EUR,estrangeiro,46,5.28,41.16084,-8.59891,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0370,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,137,314421,2295,bati_habitable,EUR,nacional,32,5.1,41.1415,-8.6018,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0371,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,121,252556,2087,bati_habitable,EUR,nacional,87,4.91,41.1459,-8.64318,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0372,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,146,342101,2343,bati_habitable,EUR,nacional,66,5.99,41.1238,-8.6068,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0373,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,201,518139,2578,bati_habitable,EUR,nacional,57,4.77,41.09928,-8.61729,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0374,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,191,335777,1758,bati_habitable,EUR,nacional,70,4.59,41.11106,-8.60743,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0375,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,5,208,493610,2373,bati_habitable,EUR,nacional,65,5.35,41.13151,-8.60424,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0376,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,5,195,383105,1965,bati_habitable,EUR,nacional,112,4.69,41.10414,-8.59335,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0377,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,173,502121,2902,bati_habitable,EUR,nacional,84,4.1,41.10348,-8.61346,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0378,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,126,301113,2390,bati_habitable,EUR,nacional,75,5.15,41.12449,-8.58777,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0379,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,146,252783,1731,bati_habitable,EUR,nacional,76,6.03,41.13383,-8.59668,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0380,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,128,281685,2201,bati_habitable,EUR,nacional,71,4.1,41.10113,-8.60774,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0381,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,176,407250,2314,bati_habitable,EUR,nacional,88,4.82,41.13054,-8.61385,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0382,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,144,261475,1816,bati_habitable,EUR,nacional,97,5.49,41.11255,-8.60355,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0383,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,5,138,336687,2440,bati_habitable,EUR,nacional,71,6.13,41.09196,-8.5948,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0384,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,129,441305,3421,bati_habitable,EUR,nacional,70,5.56,41.15506,-8.61921,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0385,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,179,337211,1884,bati_habitable,EUR,nacional,103,5.9,41.12702,-8.60646,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0386,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,196,406630,2075,bati_habitable,EUR,nacional,133,4.69,41.09091,-8.63777,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0387,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,169,358605,2122,bati_habitable,EUR,nacional,54,4.77,41.12405,-8.60055,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0388,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,223,591392,2652,bati_habitable,EUR,nacional,92,5.05,41.12915,-8.60228,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0389,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,158,350959,2221,bati_habitable,EUR,nacional,63,5.36,41.12976,-8.59299,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0390,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,141,213549,1515,bati_habitable,EUR,estrangeiro,64,4.54,41.11913,-8.59219,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0391,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,165,455762,2762,bati_habitable,EUR,nacional,79,6.01,41.11898,-8.62658,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0392,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,2,172,478476,2782,bati_habitable,EUR,nacional,60,4.98,41.13982,-8.59094,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0393,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,158,429024,2715,bati_habitable,EUR,nacional,104,5.06,41.11721,-8.59941,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0394,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,162,391958,2419,bati_habitable,EUR,nacional,106,4.15,41.15161,-8.61155,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0395,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,188,374899,1994,bati_habitable,EUR,nacional,72,5.89,41.1215,-8.61384,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0396,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,225,364387,1619,bati_habitable,EUR,nacional,86,4.67,41.09973,-8.6056,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0397,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,3,163,512876,3146,bati_habitable,EUR,estrangeiro,43,5.52,41.16749,-8.58857,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0398,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,154,383627,2491,bati_habitable,EUR,nacional,52,4.76,41.10696,-8.58751,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-oliveiradodouro-0399,pt,gaia,oliveiradodouro,Oliveira do Douro,freguesia,Moradia,house,4,178,361082,2029,bati_habitable,EUR,nacional,176,5.03,41.1235,-8.62749,2025-Q4,gaia/oliveiradodouro | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-pedrosoeseixezelo-0000,pt,gaia,pedrosoeseixezelo,União das freguesias de Pedroso e Seixezelo,freguesia,Apartamento T3,apartment,3,124,265305,2140,bati_habitable,EUR,nacional,81,5.17,41.10529,-8.61233,2025-Q4,gaia/pedrosoeseixezelo | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-pedrosoeseixezelo-0001,pt,gaia,pedrosoeseixezelo,União das freguesias de Pedroso e Seixezelo,freguesia,Apartamento T1,apartment,1,70,144867,2070,bati_habitable,EUR,nacional,66,4.49,41.1093,-8.62403,2025-Q4,gaia/pedrosoeseixezelo | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-pedrosoeseixezelo-0002,pt,gaia,pedrosoeseixezelo,União das freguesias de Pedroso e Seixezelo,freguesia,Apartamento T2,apartment,2,71,122473,1725,bati_habitable,EUR,nacional,76,3.94,41.13676,-8.60774,2025-Q4,gaia/pedrosoeseixezelo | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
