listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-ajuda-0000,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,113,602459,5331,bati_habitable,EUR,nacional,110,5.15,38.73112,-9.16166,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0058,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,67,556593,8307,bati_habitable,EUR,nacional,49,4.98,38.72295,-9.15901,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0059,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,93,328879,3536,bati_habitable,EUR,estrangeiro,81,4.39,38.72351,-9.12577,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0060,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,59,335039,5679,bati_habitable,EUR,estrangeiro,98,4.89,38.71089,-9.15759,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0061,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,105,533756,5083,bati_habitable,EUR,nacional,101,5.42,38.72439,-9.13643,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0062,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,72,380435,5284,bati_habitable,EUR,nacional,51,4.22,38.72615,-9.15504,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0063,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,75,405069,5401,bati_habitable,EUR,nacional,73,4.42,38.71325,-9.12712,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0064,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,67,319157,4764,bati_habitable,EUR,nacional,67,4.61,38.73125,-9.14153,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0065,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,57,300313,5269,bati_habitable,EUR,nacional,69,4.02,38.70452,-9.14054,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0066,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,68,252914,3719,bati_habitable,EUR,nacional,101,4.64,38.73922,-9.15916,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0067,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,50,233481,4670,bati_habitable,EUR,nacional,79,5.28,38.72365,-9.14296,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0068,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,76,338764,4457,bati_habitable,EUR,nacional,51,5.47,38.74338,-9.15109,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0069,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,81,252156,3113,bati_habitable,EUR,nacional,42,5.15,38.72175,-9.15636,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0070,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,111,833110,7505,bati_habitable,EUR,estrangeiro,65,4.48,38.7075,-9.11108,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0071,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,116,650758,5610,bati_habitable,EUR,nacional,64,4.55,38.70662,-9.1525,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0072,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,57,375117,6581,bati_habitable,EUR,nacional,73,4.94,38.72705,-9.13065,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0073,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,111,644385,5805,bati_habitable,EUR,nacional,68,4.49,38.7271,-9.14171,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0074,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,135,698418,5173,bati_habitable,EUR,nacional,102,5.05,38.72394,-9.11774,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0075,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,118,613072,5196,bati_habitable,EUR,nacional,87,4.2,38.6942,-9.12915,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0076,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,87,495243,5692,bati_habitable,EUR,nacional,128,3.96,38.71425,-9.14121,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0077,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,62,252543,4073,bati_habitable,EUR,nacional,69,4.84,38.73015,-9.14277,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0078,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,66,382083,5789,bati_habitable,EUR,nacional,58,4.2,38.70239,-9.15775,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0079,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,84,488094,5811,bati_habitable,EUR,nacional,60,4.49,38.71692,-9.12931,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0080,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,66,438314,6641,bati_habitable,EUR,nacional,95,4.29,38.73501,-9.16109,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0081,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,151,1345856,8913,bati_habitable,EUR,nacional,79,4.62,38.70327,-9.14115,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0082,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,108,903542,8366,bati_habitable,EUR,estrangeiro,140,4.24,38.70574,-9.14926,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0083,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,81,290007,3580,bati_habitable,EUR,nacional,29,4.25,38.73395,-9.126,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0084,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,107,505349,4723,bati_habitable,EUR,estrangeiro,55,5.43,38.71611,-9.12022,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0085,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,54,363462,6731,bati_habitable,EUR,nacional,109,4.33,38.73516,-9.14869,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0086,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,43,170384,3962,bati_habitable,EUR,nacional,71,4.11,38.71428,-9.16021,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0087,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,64,283291,4426,bati_habitable,EUR,nacional,87,4.43,38.72445,-9.14472,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0088,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,94,557856,5935,bati_habitable,EUR,estrangeiro,62,4.1,38.74557,-9.13291,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0089,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,79,364460,4613,bati_habitable,EUR,nacional,61,2.9,38.72783,-9.14121,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0090,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,94,364604,3879,bati_habitable,EUR,nacional,90,4.5,38.71848,-9.13708,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0091,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,54,281475,5213,bati_habitable,EUR,nacional,60,3.98,38.7161,-9.13097,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0092,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,112,719476,6424,bati_habitable,EUR,nacional,56,4.94,38.72234,-9.16757,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0093,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,118,446552,3784,bati_habitable,EUR,estrangeiro,101,4.51,38.74735,-9.14331,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0094,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,128,757043,5914,bati_habitable,EUR,nacional,54,4.41,38.69309,-9.13886,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0095,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,83,619313,7462,bati_habitable,EUR,nacional,79,5.05,38.73348,-9.13719,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0096,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,106,685321,6465,bati_habitable,EUR,nacional,79,3.64,38.73139,-9.14931,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0097,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,77,454021,5896,bati_habitable,EUR,nacional,94,4.51,38.74148,-9.14894,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0098,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,101,819062,8110,bati_habitable,EUR,nacional,80,4.53,38.72889,-9.12298,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0099,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,90,554537,6162,bati_habitable,EUR,estrangeiro,55,4.46,38.72685,-9.14618,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0100,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,103,706476,6859,bati_habitable,EUR,nacional,89,5.2,38.70966,-9.14671,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0101,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,91,505848,5559,bati_habitable,EUR,nacional,80,4.88,38.73729,-9.14011,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0102,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,123,410625,3338,bati_habitable,EUR,nacional,91,4.97,38.69962,-9.11487,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0103,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,106,866157,8171,bati_habitable,EUR,nacional,84,3.82,38.71568,-9.1211,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0104,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,66,373835,5664,bati_habitable,EUR,nacional,78,5.48,38.71297,-9.149,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0105,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,99,468403,4731,bati_habitable,EUR,nacional,47,5.12,38.70176,-9.1278,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0106,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,175,1167685,6672,bati_habitable,EUR,nacional,58,4.34,38.7217,-9.13137,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0107,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,67,405905,6058,bati_habitable,EUR,nacional,83,4.3,38.71241,-9.12745,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0108,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,110,769998,7000,bati_habitable,EUR,nacional,69,3.85,38.70797,-9.13018,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0109,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,161,994520,6177,bati_habitable,EUR,nacional,160,3.46,38.70197,-9.11815,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0110,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,92,593068,6446,bati_habitable,EUR,nacional,53,5.16,38.68506,-9.1527,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0111,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,50,273016,5460,bati_habitable,EUR,nacional,80,4.3,38.71336,-9.12852,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0112,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,73,370513,5076,bati_habitable,EUR,nacional,117,4.08,38.71731,-9.14492,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0113,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,66,316532,4796,bati_habitable,EUR,nacional,52,4.94,38.72535,-9.13096,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0114,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,134,588306,4390,bati_habitable,EUR,nacional,119,4.91,38.72743,-9.1434,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0115,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,67,382871,5714,bati_habitable,EUR,nacional,64,4.51,38.74713,-9.11039,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0116,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,60,330587,5510,bati_habitable,EUR,nacional,73,4.98,38.72465,-9.12407,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0117,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,138,682752,4947,bati_habitable,EUR,nacional,116,4.95,38.72672,-9.14663,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0118,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,73,371862,5094,bati_habitable,EUR,nacional,116,5.05,38.72177,-9.17323,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0119,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,107,562259,5255,bati_habitable,EUR,estrangeiro,79,4.47,38.72132,-9.14486,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0120,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,147,954021,6490,bati_habitable,EUR,nacional,73,4.89,38.72587,-9.14707,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0121,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,70,388041,5543,bati_habitable,EUR,nacional,64,4.21,38.73909,-9.14451,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0122,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,59,347323,5887,bati_habitable,EUR,nacional,73,5.31,38.70031,-9.13497,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0123,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,154,794730,5161,bati_habitable,EUR,estrangeiro,95,5.19,38.71974,-9.11983,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0124,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,77,467630,6073,bati_habitable,EUR,nacional,67,4.04,38.71439,-9.1476,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0125,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,107,667144,6235,bati_habitable,EUR,nacional,76,4.43,38.72713,-9.15465,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0126,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,48,353604,7367,bati_habitable,EUR,estrangeiro,37,4.33,38.72011,-9.12697,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0127,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,98,487949,4979,bati_habitable,EUR,nacional,144,5.38,38.72079,-9.13773,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0128,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,107,671803,6279,bati_habitable,EUR,nacional,83,5.57,38.70513,-9.16564,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0129,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T4,apartment,4,128,856564,6692,bati_habitable,EUR,estrangeiro,154,3.64,38.70906,-9.15395,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0130,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,56,274785,4907,bati_habitable,EUR,nacional,54,4.24,38.70822,-9.14131,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0131,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,43,297537,6919,bati_habitable,EUR,nacional,105,4.97,38.68783,-9.14297,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0132,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,125,698987,5592,bati_habitable,EUR,nacional,74,4.18,38.73516,-9.15366,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0133,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,79,463641,5869,bati_habitable,EUR,nacional,47,5.18,38.71626,-9.11696,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0134,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,82,420078,5123,bati_habitable,EUR,nacional,52,4.68,38.7296,-9.13688,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0135,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,95,535976,5642,bati_habitable,EUR,nacional,65,5.3,38.71475,-9.13342,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0136,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T3,apartment,3,105,473899,4513,bati_habitable,EUR,nacional,59,4.05,38.71467,-9.11965,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0137,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,56,265905,4748,bati_habitable,EUR,estrangeiro,110,4.85,38.73347,-9.142,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0138,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T1,apartment,1,41,278241,6786,bati_habitable,EUR,nacional,69,4.83,38.74859,-9.14132,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0139,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,75,403553,5381,bati_habitable,EUR,nacional,87,4.53,38.71405,-9.14507,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0140,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,108,480307,4447,bati_habitable,EUR,nacional,87,5.72,38.70813,-9.14815,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-misericordia-0141,pt,lisbonne,misericordia,Misericórdia,freguesia,Apartamento T2,apartment,2,89,543492,6107,bati_habitable,EUR,nacional,87,4.97,38.73631,-9.14601,2025-Q4,lisbonne/misericordia | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
